实例规格,vCPU,内存（GiB）,网络基础带宽（Gbit/s）,网络收发包PPS,连接数,多队列,弹性网卡,单网卡私有IPv4地址数,单网卡IPv6地址数,云盘基础IOPS,云盘基础带宽（Gbit/s）
ecs.ebmr7a.64xlarge,256,2048,64,2400万,400万,32,31,15,1,60万,32
