实例规格,vCPU,内存（GiB）,GPU,GPU显存,网络基础带宽（Gbit/s）,网络收发包PPS,多队列,弹性网卡,单网卡私有IPv4地址数,单网卡IPv6地址数
ecs.ebmgn7i.32xlarge,128,768,NVIDIA A10 * 4,24GB * 4,64,2400万,32,32,10,1
