实例规格,vCPU,内存（GiB）,网络基础带宽（Gbit/s）,网络收发包PPS,连接数,弹性网卡,单网卡私有IPv4地址数,云盘基础IOPS,云盘基础带宽（Gbit/s）
ecs.ebmr5s.24xlarge,96,768,32,450万,180万,32,10,20万,16
