实例规格,vCPU,内存（GiB）,GPU显存,网络基础带宽（Gbit/s）,网络收发包PPS,单网卡私有IPv4地址数,单网卡IPv6地址数,多队列（主网卡/辅助网卡）,弹性网卡,最大挂在数据盘数,云盘最大带宽（Gbit/s）
ecs.ebmgn8is.32xlarge,128,1024,48GB*8,160（80 * 2）,3000万,30,30,64/16,32,31,6
