实例规格,vCPU,内存（GiB）,网络带宽基础/突发（Gbit/s）,网络收发包PPS,连接数,多队列,弹性网卡,单网卡私有IPv4地址数,单网卡IPv6地址数,云盘IOPS基础/突发,云盘带宽基础/突发（Gbit/s）
ecs.ebmg8i.48xlarge,192,1024,100/无,3000万,400万,64（主网卡）/16（辅助网卡）,72,30,30,100万/无,48/无
