实例规格,vCPU,内存（GiB）,网络基础带宽（Gbit/s）,网络收发包PPS,连接数,弹性网卡,单网卡私有IPv4地址数,单网卡IPv6地址数,云盘基础IOPS,云盘基础带宽（Gbit/s）
ecs.ebmc6e.26xlarge,104,192,32,2400万,180万,32,10,1,48万,16
