实例规格,vCPU,内存（GiB）,持久内存（GiB）,网络基础带宽（Gbit/s）,网络收发包PPS,弹性网卡,单网卡私有IPv4地址数,单网卡IPv6地址数,云盘基础IOPS,云盘基础带宽（Gbit/s）
ecs.ebmre6p.26xlarge,104,384,1536,32,600万,32,10,1,20万,16
